Date,Return,Interest,Gold,Volatility,Price,Goldprice
2000-05-17,0.015024741,0.06,-0.00837892,0.138,1.760253477,273.35
2000-05-18,-0.007191121,0.06,0,0.13575,1.747640685,273.35
2000-05-19,-0.003489187,0.06,0.003287074,0.13625,1.741553466,274.25
2000-05-22,-0.001044387,0.06,0.005091846,0.136,1.73973556,275.65
2000-05-23,0.003834762,0.06,-0.005091846,0.12775,1.746419839,274.25
2000-05-24,0.000174657,0.06,-0.002555679,0.1355,1.746724891,273.55
2000-05-25,0.005078375,0.06,-0.011951967,0.136,1.755617978,270.3
2000-05-26,-0.006997929,0.06,0.007188309,0.13375,1.743375174,272.25
2000-05-29,0.002094242,0.06,-0.000367377,0.12975,1.747030049,272.15
2000-05-30,-0.008870395,0.06,0.003850743,0.132,1.731601732,273.2
2000-05-31,0.009744291,0.06,-0.004034482,0.13475,1.74855744,272.1
2000-06-01,-0.001048585,0.06,0.00256928,0.129,1.746724891,272.8
2000-06-02,-0.012670481,0.06,0.030149409,0.128,1.724732666,281.15
2000-06-05,-0.003959038,0.06,0.015178548,0.12925,1.717917884,285.45
2000-06-06,-0.010934672,0.06,0.012359806,0.13475,1.699235344,289
2000-06-07,-0.005084757,0.06,-0.007990315,0.135,1.690617075,286.7
2000-06-08,0.005764682,0.06,-0.007878882,0.131,1.70039109,284.45
2000-06-09,0,0.06,-0.002111562,0.126,1.70039109,283.85
2000-06-12,-0.004919016,0.06,0.010339179,0.128,1.692047377,286.8
2000-06-13,-0.010603482,0.06,-0.003667806,0.1295,1.674200569,285.75
2000-06-14,-0.003509655,0.06,0.020779968,0.133,1.668335002,291.75
2000-06-15,-0.003996009,0.06,-0.006533723,0.125,1.661681622,289.85
2000-06-16,-0.007449749,0.06,-0.002072182,0.126,1.649348507,289.25
2000-06-19,0.007117468,0.06,-0.010425811,0.1235,1.661129568,286.25
2000-06-20,-0.002322881,0.06,-0.000349406,0.123,1.657275439,286.15
2000-06-21,0.001990711,0.06,0,0.124,1.660577881,286.15
2000-06-22,0.011188227,0.06,-0.001748864,0.1175,1.679261125,285.65
2000-06-23,0.001512478,0.06,-0.008790493,0.122,1.681802893,283.15
2000-06-26,-0.004530589,0.06,0.002997446,0.128,1.674200569,284
2000-06-27,-0.006508158,0.06,0.007192383,0.1205,1.663339987,286.05
2000-06-28,-0.001994019,0.06,0.022810735,0.118,1.66002656,292.65
2000-06-29,0.000996512,0.06,-0.01168599,0.111,1.661681622,289.25
2000-06-30,0.007338258,0.06,0.000933013,0.112,1.673920321,289.52
2000-07-03,-0.003509069,0.06,-0.004049359,0.113,1.668056714,288.35
2000-07-04,0.002839725,0.06,-0.001040944,0.115,1.672800268,288.05
2000-07-05,0.012455977,0.06,-0.013279944,0.11575,1.693766938,284.25
2000-07-06,-0.001184935,0.06,-0.002113049,0.1185,1.691761123,283.65
2000-07-07,-0.001352494,0.06,0,0.1215,1.689474573,283.65
2000-07-10,0.001014199,0.06,0.001057083,0.1185,1.691188906,283.95
2000-07-11,0.005596555,0.06,-0.00494264,0.118,1.700680272,282.55
2000-07-12,-0.001189768,0.06,-0.006925358,0.119,1.69865806,280.6
2000-07-13,0.005109003,0.06,-0.001248106,0.12,1.707358716,280.25
2000-07-14,0.002222033,0.06,0.003739654,0.12,1.711156742,281.3
2000-07-17,-0.00443914,0.06,0.008143079,0.12025,1.703577513,283.6
2000-07-18,0.005295085,0.06,-0.003355412,0.1185,1.712622024,282.65
2000-07-19,0.013274913,0.06,-0.012460111,0.124,1.735508504,279.15
2000-07-20,-0.010359209,0.06,0.00393279,0.122,1.71762281,280.25
2000-07-21,-0.005822931,0.06,0.000356761,0.118,1.707650273,280.35
2000-07-24,-0.002047084,0.06,-0.003931385,0.118,1.704158146,279.25
2000-07-25,0.003072199,0.06,-0.000716461,0.119,1.709401709,279.05
2000-07-26,-0.01020417,0.06,0.00250537,0.117,1.692047377,279.75
2000-07-27,0.004069182,0.06,-0.004478288,0.116,1.698946653,278.5
2000-07-28,0.001019888,0.06,-0.000430973,0.11175,1.700680272,278.38
2000-07-31,0.01490647,0.06,-0.004067461,0.118,1.726221302,277.25
2000-08-01,-0.001897043,0.06,0.00036062,0.1195,1.72294969,277.35
2000-08-02,-0.00481266,0.0625,0.000720851,0.1185,1.714677641,277.55
2000-08-03,-0.002397672,0.0625,-0.013055489,0.115,1.710571331,273.95
2000-08-04,-0.003415304,0.0625,-0.001643986,0.112,1.704739175,273.5
2000-08-07,0.000511553,0.0625,0.000913659,0.1145,1.705611462,273.75
2000-08-08,0.002048831,0.0625,-0.001828154,0.1145,1.709109554,273.25
2000-08-09,0.011344226,0.0625,-0.003666365,0.118,1.72860847,272.25
2000-08-10,-0.005860065,0.0625,0.001834863,0.1165,1.718508335,272.75
2000-08-11,0.006205846,0.0625,0.008760779,0.115,1.729206294,275.15
2000-08-14,-0.005518207,0.0625,-0.001272843,0.1185,1.719690456,274.8
2000-08-15,-0.002747726,0.0625,-0.000546001,0.117,1.714971703,274.65
2000-08-16,-0.012610937,0.0625,0.009241708,0.118,1.693480102,277.2
2000-08-17,-0.00355,0.0625,0.00162206,0.117,1.687478907,277.65
2000-08-18,0.003042084,0.0625,-0.003608158,0.1145,1.692620176,276.65
2000-08-21,0.003390983,0.0625,-0.005073394,0.122,1.698369565,275.25
2000-08-22,0.013507942,0.0625,-0.005464494,0.123,1.72146669,273.75
2000-08-23,0.01456589,0.0625,-0.009174376,0.129,1.746724891,271.25
2000-08-24,0.000698934,0.0625,0.006247723,0.125,1.747946163,272.95
2000-08-25,-0.003838107,0.0625,0.004751471,0.124,1.741250218,274.25
2000-08-28,0.004712462,0.0625,-0.000364697,0.124,1.749475157,274.15
2000-08-29,0.003154024,0.0625,-0.002556612,0.121,1.755001755,273.45
2000-08-30,-0.006123718,0.0625,0.002738977,0.12575,1.744287459,274.2
2000-08-31,-0.003134799,0.0625,0.013223633,0.126,1.73882803,277.85
2000-09-01,-0.002431401,0.0625,-0.003966828,0.12,1.734605377,276.75
2000-09-04,0.002083696,0.0625,0.000902935,0.1195,1.738223536,277
2000-09-05,0.008378475,0.0625,-0.005248406,0.123,1.752848379,275.55
2000-09-06,0.008626055,0.0625,-0.004000005,0.13175,1.768033946,274.45
2000-09-07,0.013886639,0.0625,-0.002371182,0.1335,1.792757261,273.8
2000-09-08,0.003232181,0.0625,-0.002742984,0.1425,1.798561151,273.05
2000-09-11,-0.005560054,0.0625,0.001354146,0.1395,1.788588803,273.42
2000-09-12,0.000536721,0.0625,-0.001537279,0.139,1.789549034,273
2000-09-13,0.004843493,0.0625,-0.00091617,0.142,1.798237727,272.75
2000-09-14,0.013214058,0.0625,-0.000733541,0.1425,1.822157434,272.55
2000-09-15,0.008233511,0.0625,-0.000366972,0.1345,1.83722212,272.45
2000-09-18,0.004788223,0.0625,-0.002388609,0.148,1.846040244,271.8
2000-09-19,-0.002396977,0.0625,0.001286883,0.146,1.841620626,272.15
2000-09-20,0.009994531,0.0625,-0.010341736,0.1475,1.860119048,269.35
2000-09-21,-0.009441892,0.0625,0.004814824,0.144,1.842638659,270.65
2000-09-22,-0.002943884,0.0625,0.005526912,0.14125,1.83722212,272.15
2000-09-25,-0.008780009,0.0625,0.007869013,0.148,1.821161901,274.3
2000-09-26,-0.002364712,0.0625,0.000182266,0.143,1.816860465,274.35
2000-09-27,0.000363438,0.0625,0.015300608,0.14,1.817520901,278.58
2000-09-28,0.001455075,0.0625,-0.012025496,0.139,1.820167455,275.25
2000-09-29,0.012085846,0.0625,-0.003639676,0.143,1.842299189,274.25
2000-10-02,-0.006061181,0.0625,-0.002921309,0.141,1.831166453,273.45
2000-10-03,0.009752584,0.0625,-0.004398028,0.143,1.849112426,272.25
2000-10-04,0.00667906,0.0625,-0.005524876,0.152,1.861504095,270.75
2000-10-05,0.003169575,0.0625,-0.004071064,0.149,1.867413632,269.65
2000-10-06,0.003179653,0.0625,0,0.152,1.873360809,269.65
2000-10-09,-0.00373972,0.0625,0.003516894,0.149,1.866368048,270.6
2000-10-10,0.00373972,0.0625,0.007913909,0.152,1.873360809,272.75
2000-10-11,-0.001310493,0.0625,-0.005883451,0.1475,1.87090739,271.15
2000-10-12,0.006193132,0.0625,0.019719463,0.1495,1.88253012,276.55
2000-10-13,0.005095793,0.0625,-0.014202715,0.15,1.892147588,272.65
2000-10-16,0.009123804,0.0625,-0.002386855,0.1525,1.909490166,272
2000-10-17,0.008244702,0.0625,-0.002761161,0.155,1.925298421,271.25
2000-10-18,-0.001731269,0.0625,-0.002214432,0.1505,1.921968095,270.65
2000-10-19,-0.002111933,0.0625,0.000554068,0.1495,1.91791331,270.8
2000-10-20,-0.014659948,0.0625,0.002765743,0.1455,1.89000189,271.55
2000-10-23,0.00435648,0.0625,-0.004798828,0.146,1.898253607,270.25
2000-10-24,0.003232249,0.0625,0.001479017,0.1475,1.904399162,270.65
2000-10-25,0.011877534,0.0625,-0.014514583,0.155,1.927153594,266.75
2000-10-26,-0.001540536,0.0625,-0.006016187,0.1535,1.924187031,265.15
2000-10-27,-0.007285308,0.0625,-0.002265434,0.1465,1.910219675,264.55
2000-10-30,-0.000954654,0.0625,-0.000189018,0.14775,1.908396947,264.5
2000-10-31,0.009587801,0.0625,0.002454452,0.1535,1.926782274,265.15
2000-11-01,-0.003654202,0.0625,-0.00132088,0.155,1.919754271,264.8
2000-11-02,-0.000767607,0.0625,-0.00018884,0.1685,1.91828122,264.75
2000-11-03,-0.009545701,0.0625,0.001509719,0.16175,1.900057002,265.15
2000-11-06,-0.001518892,0.0625,-0.000377216,0.164,1.897173212,265.05
2000-11-07,-0.002463289,0.0625,-0.00226629,0.161,1.892505678,264.45
2000-11-08,0.002463289,0.0625,0.00226629,0.158,1.897173212,265.05
2000-11-09,0.002659576,0.0625,0.003389834,0.155,1.902225604,265.95
2000-11-10,0.012056409,0.0625,-0.004522337,0.155,1.925298421,264.75
2000-11-13,-0.003651393,0.0625,-0.001512002,0.158,1.91828122,264.35
2000-11-14,0.004229149,0.0625,0.001134216,0.153,1.926411096,264.65
2000-11-15,-0.003269548,0.0625,0.001321628,0.15,1.920122888,265
2000-11-16,0.003654905,0.0625,0.005644418,0.1375,1.927153594,266.5
2000-11-17,0.000192734,0.0625,-0.002818226,0.129,1.927525058,265.75
2000-11-20,0.011437558,0.0625,0.002255216,0.1355,1.949697797,266.35
2000-11-21,0.004690257,0.0625,-0.001878993,0.1445,1.958863859,265.85
2000-11-22,-0.030290731,0.0625,0.002629603,0.148,1.900418092,266.55
2000-11-23,0.009163867,0.0625,-0.002629603,0.1505,1.91791331,265.85
2000-11-24,-0.004019529,0.0625,0.001878993,0.1335,1.910219675,266.35
2000-11-27,-0.007422244,0.0625,0.013610726,0.135,1.896094046,270
2000-11-28,0.010291686,0.0625,-0.00148258,0.136,1.915708812,269.6
2000-11-29,-0.001531394,0.0625,-0.011377536,0.13375,1.912777353,266.55
2000-11-30,-0.006102231,0.0625,0.014525395,0.13,1.901140684,270.45
2000-12-01,-0.022929026,0.0625,-0.003889974,0.1335,1.858045336,269.4
2000-12-04,-0.010902815,0.0625,0.006659292,0.138,1.837897445,271.2
2000-12-05,0.003498116,0.0625,-0.002399632,0.134,1.844337883,270.55
2000-12-06,-0.008082336,0.0625,0.015404669,0.134,1.829491401,274.75
2000-12-07,-0.000548697,0.0625,-0.003281082,0.1335,1.828487841,273.85
2000-12-08,-0.003468106,0.0625,-0.003841585,0.129,1.822157434,272.8
2000-12-11,0.016350139,0.0625,-0.007173764,0.12925,1.852194851,270.85
2000-12-12,-0.004066549,0.0625,0.00036914,0.1315,1.844678104,270.95
2000-12-13,0.006106042,0.0625,-0.007037066,0.1285,1.855976244,269.05
2000-12-14,-0.00370508,0.0625,0.001856666,0.126,1.849112426,269.55
2000-12-15,-0.008836582,0.0625,0.0051804,0.125,1.832844575,270.95
2000-12-18,0.007727729,0.0625,-0.002956942,0.1265,1.84706317,270.15
2000-12-19,-0.004239247,0.0625,0.000370096,0.1295,1.839249586,270.25
2000-12-20,-0.009518651,0.0625,0.009574737,0.1305,1.821825469,272.85
2000-12-21,-0.010511152,0.0625,0.004753208,0.133,1.802776275,274.15
2000-12-22,-0.003239744,0.0625,-0.000729794,0.1365,1.796945193,273.95
2000-12-25,-0.000538938,0.0625,-0.000547695,0.13675,1.795977011,273.8
2000-12-26,-0.003943364,0.0625,0.002371182,0.1355,1.788908766,274.45
2000-12-27,0.001253021,0.0625,0.002910681,0.1355,1.791151711,275.25
2000-12-28,0.009538451,0.0625,-0.010959014,0.13625,1.808318264,272.25
2000-12-29,-0.010433626,0.0625,0,0.1345,1.789549034,272.25
2001-01-01,0,0.0625,0.000917852,0.1345,1.789549034,272.5
2001-01-02,-0.000357846,0.0625,-0.011998298,0.137,1.788908766,269.25
2001-01-03,-0.007840382,0.0625,-0.004093791,0.1405,1.774937877,268.15
2001-01-04,-0.004074047,0.0625,-0.002240061,0.1405,1.767721407,267.55
2001-01-05,-0.010900249,0.0625,0.002240061,0.1475,1.74855744,268.15
2001-01-08,0.009663609,0.0625,0.000745573,0.1465,1.765536723,268.35
2001-01-09,0.005310687,0.0625,-0.002238389,0.1445,1.774937877,267.75
2001-01-10,0.011783746,0.0625,-0.01051258,0.146,1.795977011,264.95
2001-01-11,-0.008939806,0.0625,-0.002645504,0.1445,1.77999288,264.25
2001-01-12,0.00804222,0.0625,0.000189197,0.138,1.794365692,264.3
2001-01-15,0.006841942,0.0625,-0.002462356,0.14675,1.806684734,263.65
2001-01-16,-0.00432667,0.0625,-0.000379363,0.1405,1.798884691,263.55
2001-01-17,0.007946583,0.0625,0,0.141,1.813236627,263.55
2001-01-18,-0.00722677,0.0625,0.003787166,0.1375,1.800180018,264.55
2001-01-19,-0.001439108,0.0625,0.000755715,0.141,1.797591228,264.75
2001-01-22,0.000539423,0.0625,0.00827539,0.142,1.798561151,266.95
2001-01-23,0.005772022,0.0625,-0.001499532,0.14,1.808972504,266.55
2001-01-24,0.014027008,0.0625,-0.006964734,0.145,1.834525775,264.7
2001-01-25,0.000366972,0.0625,0.00094402,0.1435,1.835199119,264.95
2001-01-26,0.001285465,0.0625,-0.007197001,0.1405,1.837559721,263.05
2001-01-29,0.000919202,0.0625,0,0.14275,1.839249586,263.05
2001-01-30,-0.006599474,0.0625,0.01077617,0.14,1.827151471,265.9
2001-01-31,-0.001825484,0.0625,-0.000188058,0.1435,1.823819077,265.85
2001-02-01,-0.011604845,0.0625,0.010849339,0.1455,1.802776275,268.75
2001-02-02,0.003069426,0.0625,-0.004475115,0.1425,1.808318264,267.55
2001-02-05,0.002897503,0.0625,-0.007126812,0.138,1.81356547,265.65
2001-02-06,0.004179924,0.0625,-0.007177968,0.1365,1.821161901,263.75
2001-02-07,0.005112299,0.0575,-0.001517739,0.1335,1.830496064,263.35
2001-02-08,0.018847565,0.0575,-0.010305435,0.1405,1.865323634,260.65
2001-02-09,-0.000745851,0.0575,0,0.1385,1.863932898,260.65
2001-02-12,-0.004092268,0.0575,0.002681994,0.135,1.856320772,261.35
2001-02-13,0.009512335,0.0575,-0.001531687,0.13225,1.874062969,260.95
2001-02-14,0.008469045,0.0575,-0.004224277,0.1415,1.89000189,259.85
2001-02-15,0.008350779,0.0575,-0.015513206,0.1415,1.905850962,255.85
2001-02-16,-0.007783618,0.0575,0.012043658,0.1375,1.89107413,258.95
2001-02-19,-0.000567161,0.0575,0.002699577,0.13425,1.89000189,259.65
2001-02-20,0.011022537,0.0575,-0.011621281,0.1375,1.910949742,256.65
2001-02-21,-0.002481154,0.0575,0.007762507,0.136,1.906214258,258.65
2001-02-22,0.001717066,0.0575,0.001545297,0.1405,1.909490166,259.05
2001-02-23,-0.00533233,0.0575,0.009604377,0.1375,1.899335233,261.55
2001-02-26,0.008009196,0.0575,0.020061233,0.1345,1.914608463,266.85
2001-02-27,-0.004584535,0.0575,0.005232679,0.13625,1.905850962,268.25
2001-02-28,-0.00152352,0.0575,-0.004109083,0.13425,1.902949572,267.15
2001-03-01,-0.005314114,0.0575,-0.005630646,0.13255,1.892863903,265.65
2001-03-02,-0.00377858,0.0575,-0.010596126,0.13125,1.885725061,262.85
2001-03-05,0.015200749,0.0575,0.000760601,0.136,1.914608463,263.05
2001-03-06,0.008073862,0.0575,-0.008782034,0.1415,1.930129319,260.75
2001-03-07,0.016738421,0.0575,0.006498494,0.1455,1.962708538,262.45
2001-03-08,-0.000980873,0.0575,0.017562532,0.1455,1.960784314,267.1
2001-03-09,0.002159192,0.0575,0.017259406,0.141,1.965022598,271.75
2001-03-12,0.000196522,0.0575,0.002939558,0.1435,1.965408805,272.55
2001-03-13,0.010669929,0.0575,-0.017394961,0.1455,1.986491855,267.85
2001-03-14,0.017433564,0.0575,-0.016563526,0.1545,2.021427128,263.45
2001-03-15,0.001416001,0.0575,-0.010685085,0.1505,2.024291498,260.65
2001-03-16,-0.000607103,0.0575,-0.006157418,0.149,2.023062917,259.05
2001-03-19,-0.009062593,0.0575,0.006541001,0.148,2.004811548,260.75
2001-03-20,-0.003402385,0.0575,0.003063376,0.1485,1.998001998,261.55
2001-03-21,0.012667305,0.0575,0.00533843,0.1485,2.023472278,262.95
2001-03-22,0.005071519,0.0575,-0.003428575,0.1495,2.033760423,262.05
2001-03-23,-0.009513279,0.0575,0.000953562,0.14375,2.014504432,262.3
2001-03-26,-0.006025325,0.0575,0.001333461,0.158,2.002402883,262.65
2001-03-27,0.005823894,0.0575,-0.004196878,0.1545,2.014098691,261.55
2001-03-28,0.005250416,0.0575,-0.00575155,0.1535,2.024701357,260.05
2001-03-29,0.002838607,0.0575,-0.004238927,0.156,2.030456853,258.95
2001-03-30,0.014109221,0.0575,-0.003869225,0.1645,2.059308072,257.95
2001-04-02,0.005575647,0.0575,-0.009347682,0.1675,2.070822116,255.55
2001-04-03,-0.006810469,0.0575,0.005852533,0.1675,2.056766763,257.05
2001-04-04,-0.003490405,0.05,0.005431633,0.164,2.049600328,258.45
2001-04-05,-0.004906982,0.05,0.000386847,0.1585,2.039567612,258.55
2001-04-06,-0.016586141,0.05,0.005784821,0.1595,2.006018054,260.05
2001-04-09,0.009068072,0.05,-0.006171669,0.1545,2.024291498,258.45
2001-04-10,-0.002426204,0.05,-0.003100177,0.15,2.019386107,257.65
2001-04-11,-0.017019131,0.05,0.00426027,0.149,1.985308716,258.75
2001-04-12,-0.010663608,0.05,0.005396043,0.147,1.964250638,260.15
2001-04-13,0.002556792,0.05,-0.003465541,0.147,1.969279244,259.25
2001-04-16,-0.005890455,0.05,0.015691099,0.1475,1.957713391,263.35
2001-04-17,0.013997271,0.05,-0.008963539,0.152,1.985308716,261
2001-04-18,0.000397141,0.05,0.000957396,0.163,1.986097319,261.25
2001-04-19,-0.014002793,0.05,0.016513614,0.1585,1.958480219,265.6
2001-04-20,-0.008580396,0.05,-0.003583219,0.1625,1.941747573,264.65
2001-04-23,0.020400864,0.05,-0.003406514,0.1725,1.981767737,263.75
2001-04-24,0.000991375,0.05,0.001515439,0.17,1.983733386,264.15
2001-04-25,-0.000991375,0.05,-0.007218876,0.1675,1.981767737,262.25
2001-04-26,-0.002572985,0.05,0.007218876,0.1605,1.976675232,264.15
2001-04-27,-0.007483296,0.05,-0.001894658,0.158,1.961938395,263.65
2001-04-30,-0.000588408,0.05,0.001516013,0.1575,1.960784314,264.05
2001-05-01,-0.015950542,0.05,0.00189179,0.1545,1.929756851,264.55
2001-05-02,-0.0040443,0.05,0.003584571,0.1565,1.921968095,265.5
2001-05-03,0.000961446,0.05,0.002445219,0.15175,1.923816853,266.15
2001-05-04,0.001347579,0.05,0,0.1485,1.926411096,266.15
2001-05-07,0.00057809,0.05,0.000375657,0.15,1.927525058,266.25
2001-05-08,0.00366902,0.05,-0.004894588,0.1445,1.934610176,264.95
2001-05-09,-0.01134955,0.05,0.019065998,0.147,1.912777353,270.05
2001-05-10,-0.003818256,0.05,-0.002966811,0.143,1.905487805,269.25
2001-05-11,0.005732865,0.05,-0.004466786,0.136,1.916443082,268.05
2001-05-14,0.006730148,0.05,0.001118568,0.136,1.929384526,268.35
2001-05-15,-0.00250506,0.05,0,0.137,1.924557352,268.35
2001-05-16,-0.006139697,0.05,0.014428663,0.136,1.912777353,272.25
2001-05-17,-0.010086678,0.05,0.005494519,0.132,1.893580761,273.75
2001-05-18,-0.003780008,0.05,0.049181477,0.123,1.886436521,287.55
2001-05-21,0.002833666,0.05,-0.007680261,0.12175,1.891789633,285.35
2001-05-22,0.009503968,0.05,0,0.126,1.909854851,285.35
2001-05-23,0.008246283,0.05,-0.005622928,0.1345,1.92566917,283.75
2001-05-24,0.000385208,0.05,-0.015986131,0.1385,1.926411096,279.25
2001-05-25,-0.002693345,0.05,-0.00574611,0.1285,1.921229587,277.65
2001-05-28,0.000192141,0.05,0,0.12725,1.92159877,277.65
2001-05-29,0.006941794,0.05,-0.01341572,0.131,1.93498452,273.95
2001-05-30,0.009136034,0.05,-0.029261347,0.1365,1.952743605,266.05
2001-05-31,0.013367606,0.05,-0.000752021,0.143,1.979022363,265.85
2001-06-01,-0.006312903,0.05,0.004503667,0.1445,1.966568338,267.05
2001-06-04,0.003940892,0.05,-0.00487989,0.1415,1.974333662,265.75
2001-06-05,-0.005316543,0.05,0.0018797,0.1445,1.963864886,266.25
2001-06-06,-0.012102432,0.05,0,0.1375,1.94024059,266.25
2001-06-07,-0.004259445,0.05,0.000375516,0.1345,1.931993818,266.35
2001-06-08,-0.014195519,0.05,0.027404048,0.1295,1.904761905,273.75
2001-06-11,0.004199281,0.05,-0.020668756,0.1305,1.912777353,268.15
2001-06-12,-0.001147008,0.05,0.013703918,0.134,1.910584639,271.85
2001-06-13,-0.011209389,0.05,0.00183756,0.13125,1.889287739,272.35
2001-06-14,0.005683987,0.05,0.012043941,0.1285,1.900057002,275.65
2001-06-15,0.003235325,0.05,-0.014985661,0.1285,1.906214258,271.55
2001-06-18,0.001335241,0.05,0.003675799,0.1305,1.908761214,272.55
2001-06-19,0.005550785,0.05,0.004027834,0.133,1.919385797,273.65
2001-06-20,0.007127065,0.05,-0.003294293,0.137,1.933114247,272.75
2001-06-21,-0.001738291,0.05,0.000733004,0.134,1.929756851,272.95
2001-06-22,0.003673276,0.05,-0.001283109,0.1345,1.936858416,272.6
2001-06-25,-0.000774443,0.05,0.004940089,0.13375,1.935359009,273.95
2001-06-26,-0.007903656,0.05,0.007998588,0.1305,1.920122888,276.15
2001-06-27,0.005970167,0.05,-0.013856193,0.1285,1.93162063,272.35
2001-06-28,0.017340912,0.05,-0.011447688,0.1335,1.965408805,269.25
2001-06-29,-0.006074281,0.05,0.005924846,0.1345,1.953506544,270.85
2001-07-02,0.001955417,0.05,-0.00481126,0.1325,1.957330202,269.55
2001-07-03,-0.014380349,0.05,-0.006700193,0.131,1.929384526,267.75
2001-07-04,0.000965158,0.05,0.000746687,0.13,1.931247586,267.95
2001-07-05,0.006976772,0.05,-0.009750687,0.1295,1.944768573,265.35
2001-07-06,0.009967834,0.05,0.003386008,0.137,1.964250638,266.25
2001-07-09,-0.002354327,0.05,0.00150122,0.137,1.959631589,266.65
2001-07-10,0.000588062,0.05,-0.001125704,0.134,1.960784314,266.35
2001-07-11,0.007083855,0.05,0.007853444,0.1365,1.974723539,268.45
2001-07-12,0.005147507,0.05,-0.005977974,0.138,1.984914649,266.85
2001-07-13,-0.008892461,0.05,0.001871959,0.134,1.967342121,267.35
2001-07-16,-0.000196715,0.05,-0.000748363,0.132,1.966955153,267.15
2001-07-17,0.002560317,0.05,0.0044818,0.1355,1.971997634,268.35
2001-07-18,-0.01409853,0.05,0.008903787,0.1355,1.944390434,270.75
2001-07-19,0.000778059,0.05,-0.004441984,0.1335,1.945903872,269.55
2001-07-20,0.016085086,0.05,0.001853225,0.1375,1.97745699,270.05
2001-07-23,-0.003947114,0.05,-0.004453524,0.1365,1.969667126,268.85
2001-07-24,-0.001771131,0.05,0.003342001,0.1335,1.966181675,269.75
2001-07-25,0.001968117,0.05,-0.007441895,0.1345,1.970055162,267.75
2001-07-26,0.000788333,0.05,-0.004867101,0.1335,1.971608833,266.45
2001-07-27,-0.00275645,0.05,0.004119856,0.133,1.966181675,267.55
2001-07-30,0.005718245,0.05,-0.008633687,0.1365,1.97745699,265.25
2001-07-31,-0.004931463,0.05,0.00526416,0.136,1.96772924,266.65
2001-08-01,-0.017167804,0.05,0.003369528,0.1385,1.934235977,267.55
2001-08-02,-0.00501641,0.05,0.001867066,0.1355,1.924557352,268.05
2001-08-03,0.005209853,0.05,0.001863586,0.1345,1.934610176,268.55
2001-08-06,-0.001160093,0.05,-0.002983407,0.132,1.93236715,267.75
2001-08-07,0.003678254,0.05,-0.000373552,0.1305,1.939487975,267.65
2001-08-08,-0.00715048,0.05,0.002611942,0.12725,1.92566917,268.35
2001-08-09,0.016307875,0.05,0.021383303,0.1315,1.957330202,274.15
2001-08-10,-0.003907018,0.05,0.001457992,0.13,1.949697797,274.55
2001-08-13,-0.010473331,0.05,0.005086296,0.13025,1.929384526,275.95
2001-08-14,-0.004427767,0.05,0.002894882,0.128,1.920860546,276.75
2001-08-15,-0.016195457,0.05,-0.003257332,0.133,1.89000189,275.85
2001-08-16,0.003028585,0.05,-0.001814224,0.1305,1.895734597,275.35
2001-08-17,-0.015612092,0.05,0.014064422,0.1345,1.866368048,279.25
2001-08-20,0.005990284,0.05,-0.011525429,0.13275,1.877581675,276.05
2001-08-21,0.005271097,0.05,-0.003629109,0.132,1.887504719,275.05
2001-08-22,-0.010701313,0.05,-0.001819506,0.1345,1.867413632,274.55
2001-08-23,0.005805803,0.05,0.003635707,0.1295,1.878287002,275.55
2001-08-24,-0.004123717,0.05,-0.009846907,0.127,1.870557426,272.85
2001-08-27,0.009774514,0.05,-0.000366569,0.1285,1.888930865,272.75
2001-08-28,-0.000188875,0.05,-0.001834863,0.1335,1.888574127,272.25
2001-08-29,-0.000755144,0.05,0.005494519,0.1325,1.887148519,273.75
2001-08-30,-0.006395808,0.05,0.005464494,0.13,1.875117195,275.25
2001-08-31,0.006962113,0.05,-0.00309288,0.12825,1.888217523,274.4
2001-09-03,0.003215133,0.05,-0.003285274,0.134,1.894298163,273.5
2001-09-04,0.01258118,0.05,-0.006787149,0.137,1.91828122,271.65
2001-09-05,0.001727945,0.0475,0.0014714,0.1375,1.92159877,272.05
2001-09-06,-0.003835831,0.0475,0.004035222,0.132,1.91424196,273.15
2001-09-07,0.005181856,0.0475,0,0.12875,1.924187031,273.15
2001-09-10,0.01180697,0.0475,-0.005138569,0.13625,1.947040498,271.75
2001-09-11,-0.012960816,0.0475,0.051983029,0.148,1.921968095,286.25
2001-09-12,0.008105023,0.0475,-0.028345565,0.1475,1.937608991,278.25
2001-09-13,0.002133644,0.0475,0.010723963,0.136,1.941747573,281.25
2001-09-14,0.000194194,0.0475,0.015173192,0.134,1.942124684,285.55
2001-09-17,0.027167025,0.0475,0.013565425,0.15625,1.995609659,289.45
2001-09-18,0.009020809,0.0475,-0.005890523,0.1625,2.013693113,287.75
2001-09-19,0.008493479,0.0475,0.009511529,0.162,2.030869212,290.5
2001-09-20,-0.004457961,0.0475,-0.006388695,0.155,2.021835827,288.65
2001-09-21,0.02001292,0.0475,0.009653583,0.16625,2.062706271,291.45
2001-09-24,-0.011892697,0.0475,-0.007577098,0.1655,2.038320424,289.25
2001-09-25,-0.007513488,0.0475,0.001727116,0.1575,2.023062917,289.75
2001-09-26,0.008737229,0.0475,0.012007005,0.14925,2.040816327,293.25
2001-09-27,0.005115101,0.0475,-0.004442933,0.1585,2.051282051,291.95
2001-09-28,-0.007764649,0.0475,0.004442933,0.149,2.035416243,293.25
2001-10-01,-0.007906782,0.0475,-0.005299611,0.1495,2.019386107,291.7
